gesprek_id,datum_id,gemeente_id,instroomtype_id,voltooid,match_getoond,duur_minuten,leefstijlscore_totaal,score_voeding,score_beweging,score_ontspanning,score_slaap,score_verbinding,score_middelen
1439,471,2,1,True,True,22,4.98,4.7,4.2,6.0,7.2,5.5,2.3
1440,1069,1,1,True,True,33,6.62,4.6,8.0,6.0,8.5,6.1,6.5
1441,710,5,3,True,False,39,6.05,4.4,5.8,4.7,7.1,5.7,8.6
1442,229,2,3,True,True,22,5.52,4.8,9.3,6.0,4.0,2.4,6.6
1443,191,2,4,True,True,42,6.07,7.9,6.0,4.8,5.6,8.7,3.4
1444,632,3,1,True,True,46,5.28,6.4,2.9,5.6,4.6,6.2,6.0
1445,1044,3,1,True,False,28,6.2,5.1,4.6,6.7,7.3,6.2,7.3
1446,973,1,2,True,False,31,6.0,7.8,6.9,7.6,3.2,5.6,4.9
1447,927,3,3,True,True,16,5.4,3.4,6.0,6.6,6.5,5.1,4.8
1448,972,2,3,True,True,12,5.5,6.4,5.9,6.6,2.8,2.9,8.4
1449,1025,2,1,False,False,7,,,,,,,
1450,947,3,1,True,True,28,5.97,7.2,5.2,6.8,3.1,7.1,6.4
1451,362,5,1,False,False,9,,,,,,,
1452,79,4,2,True,True,46,4.43,2.6,1.8,6.9,5.9,4.9,4.5
1453,292,4,4,True,False,18,5.72,7.0,3.2,8.5,2.0,6.5,7.1
1454,1079,3,2,True,True,21,6.67,7.2,6.5,7.3,5.2,8.1,5.7
1455,355,2,1,True,False,22,5.5,5.3,5.3,5.0,6.7,5.3,5.4
1456,739,2,5,True,False,19,5.78,5.7,8.4,5.2,7.1,3.3,5.0
1457,648,5,1,False,False,12,,,,,,,
1458,96,3,2,True,True,22,6.67,9.2,3.8,8.2,6.0,7.6,5.2
1459,1041,5,3,True,True,22,5.15,3.9,6.1,3.0,8.5,3.9,5.5
1460,1034,1,1,True,True,33,5.05,4.6,4.1,6.2,6.4,5.5,3.5
1461,756,5,1,True,True,21,5.55,6.4,5.6,2.4,5.2,6.2,7.5
1462,709,4,1,True,True,48,5.72,4.8,7.7,5.2,7.6,6.0,3.0
1463,1027,4,3,True,False,31,6.05,4.0,5.7,6.8,5.7,7.6,6.5
1464,270,2,2,False,False,8,,,,,,,
1465,468,2,2,False,False,2,,,,,,,
1466,152,1,1,True,True,29,4.83,6.2,1.5,6.0,7.1,5.3,2.9
1467,1078,3,2,True,False,44,6.5,7.4,7.8,6.6,7.5,2.9,6.8
1468,102,5,2,True,True,29,6.4,7.3,6.5,5.6,6.8,8.4,3.8
1469,1060,4,2,True,False,39,5.28,4.3,3.7,7.5,6.0,6.5,3.7
1470,374,3,4,True,True,30,5.57,3.6,6.6,4.8,7.6,5.2,5.6
1471,1006,5,1,False,False,9,,,,,,,
1472,646,5,2,True,True,11,5.8,5.4,6.3,5.9,6.5,4.7,6.0
1473,582,4,1,False,False,15,,,,,,,
1474,342,2,1,True,True,30,4.93,6.3,6.5,4.2,3.7,4.2,4.7
1475,1078,2,1,True,True,40,5.78,4.6,6.3,6.4,4.9,5.0,7.5
1476,573,2,4,False,False,7,,,,,,,
1477,415,4,2,True,True,41,6.03,4.2,3.7,6.8,8.0,6.9,6.6
1478,688,5,2,True,True,49,6.68,5.6,7.7,3.8,8.4,6.1,8.5
1479,113,3,2,False,False,14,,,,,,,
1480,359,1,1,True,True,47,5.05,6.2,4.8,4.5,3.4,7.7,3.7
1481,530,3,1,False,False,15,,,,,,,
1482,852,1,1,True,True,42,5.97,5.1,6.2,3.2,9.1,6.9,5.3
1483,869,1,1,True,True,32,6.93,9.2,6.2,6.4,5.1,6.7,8.0
1484,93,2,1,True,True,26,6.83,6.9,8.3,3.0,7.3,7.1,8.4
1485,39,4,1,True,False,43,6.1,2.6,8.0,8.9,5.0,5.7,6.4
1486,538,2,5,True,False,20,6.38,4.5,8.6,5.9,7.1,4.1,8.1
1487,1006,1,1,True,False,21,5.12,1.5,6.2,5.7,6.7,8.5,2.1
1488,93,5,1,True,False,24,5.0,2.3,7.0,3.4,4.6,6.9,5.8
1489,778,2,1,True,True,23,5.9,3.4,8.9,6.4,4.8,5.2,6.7
1490,626,3,2,True,True,28,6.8,5.8,6.4,7.6,6.4,7.8,6.8
1491,233,2,4,True,True,43,5.8,2.8,6.5,6.3,6.3,6.0,6.9
1492,274,4,3,False,False,10,,,,,,,
1493,853,1,3,True,True,33,4.6,6.7,5.1,2.4,6.8,2.2,4.4
1494,91,4,3,False,False,9,,,,,,,
1495,101,5,1,True,True,16,5.48,6.0,4.8,6.4,3.3,5.9,6.5
1496,357,1,5,True,False,25,6.3,9.2,9.1,1.4,3.0,9.0,6.1
1497,629,3,2,True,False,44,6.77,5.8,6.1,6.9,7.8,6.4,7.6
1498,370,1,1,True,False,47,5.57,3.8,6.1,3.8,6.7,6.6,6.4
1499,252,3,2,True,True,39,5.8,5.7,8.1,3.1,3.4,7.6,6.9
1500,751,2,2,True,False,50,6.18,5.3,8.1,4.2,8.8,6.7,4.0
1501,734,4,1,True,True,26,6.52,4.6,7.7,2.2,7.8,8.1,8.7
1502,215,5,5,True,True,17,6.1,7.9,3.4,5.1,5.4,8.1,6.7
1503,603,5,1,False,False,8,,,,,,,
1504,354,1,5,True,True,34,5.53,5.7,3.4,4.3,6.1,6.3,7.4
1505,537,2,4,False,False,3,,,,,,,
1506,340,3,1,True,True,23,6.22,4.3,6.7,6.1,8.4,3.7,8.1
1507,1063,1,2,True,True,31,5.1,4.3,3.9,3.6,8.7,7.1,3.0
1508,370,4,3,True,True,34,6.7,6.1,7.6,7.5,7.2,5.9,5.9
1509,416,4,2,False,False,17,,,,,,,
1510,103,4,3,False,False,10,,,,,,,
1511,949,2,1,True,False,54,6.47,5.6,3.7,8.1,8.5,4.7,8.2
1512,547,3,2,True,True,29,6.08,4.7,5.0,7.8,9.3,5.8,3.9
1513,62,2,1,True,False,41,6.4,6.7,8.0,7.8,4.0,6.2,5.7
1514,464,5,2,True,False,38,6.55,7.0,7.1,4.7,8.1,4.9,7.5
1515,1069,1,1,True,False,29,7.08,8.3,7.1,4.8,7.1,7.9,7.3
1516,278,4,4,True,True,45,5.38,2.2,4.0,5.3,5.7,9.1,6.0
1517,921,5,1,False,False,13,,,,,,,
1518,837,3,1,True,True,38,6.62,6.4,8.1,4.8,6.0,6.9,7.5
1519,239,4,1,False,False,7,,,,,,,
1520,76,3,1,True,True,32,5.32,5.8,6.0,5.9,6.8,5.0,2.4
1521,1095,5,1,True,False,53,4.95,6.3,6.0,5.4,2.5,3.2,6.3
1522,591,4,2,True,False,19,5.75,4.2,8.6,5.0,2.5,6.3,7.9
1523,641,3,1,True,False,43,6.57,8.9,2.7,7.5,7.1,6.3,6.9
1524,485,2,3,True,True,29,5.17,6.6,3.9,2.8,6.6,5.0,6.1
1525,77,1,1,False,False,11,,,,,,,
1526,135,4,2,True,True,22,6.57,8.1,5.7,6.9,3.6,8.8,6.3
1527,777,3,5,False,False,8,,,,,,,
1528,601,2,2,False,False,7,,,,,,,
1529,138,2,2,True,True,54,6.37,2.8,6.5,9.5,7.3,5.6,6.5
1530,925,2,1,True,True,32,5.37,7.0,4.1,3.0,4.1,4.6,9.4
1531,824,1,3,True,True,35,6.58,6.2,7.4,7.6,8.0,2.0,8.3
1532,799,4,2,True,True,31,4.9,5.1,3.5,3.1,5.5,5.4,6.8
1533,1018,1,1,True,True,18,5.92,7.6,6.6,7.7,5.9,2.8,4.9
1534,1003,5,1,True,True,24,6.77,9.9,5.8,4.9,6.0,6.0,8.0
1535,445,2,5,True,True,32,7.18,8.4,3.8,9.4,9.1,5.1,7.3
1536,452,2,1,True,False,35,5.87,8.1,3.9,7.6,5.0,2.2,8.4
1537,383,4,1,True,True,36,6.28,6.2,7.8,3.1,6.3,8.2,6.1
1538,985,3,1,True,True,36,6.68,5.2,7.5,7.0,7.9,5.5,7.0
1539,983,3,2,True,True,27,6.02,7.8,4.9,9.0,5.5,4.8,4.1
1540,84,2,2,True,False,22,6.5,7.4,7.3,7.6,5.5,5.8,5.4
1541,785,5,3,True,False,35,7.95,5.6,8.8,7.8,7.6,9.2,8.7
1542,132,5,2,True,True,31,7.28,5.9,6.7,7.2,7.8,8.1,8.0
1543,114,3,3,True,False,24,5.85,4.8,4.2,7.2,6.1,7.9,4.9
1544,483,2,2,True,True,35,6.27,8.4,4.0,3.5,8.8,5.9,7.0
1545,737,2,2,False,False,6,,,,,,,
1546,209,3,1,True,True,28,5.52,7.4,4.3,6.6,4.3,3.8,6.7
1547,260,1,3,True,True,20,5.1,6.1,2.0,5.4,9.4,6.0,1.7
1548,389,1,2,False,False,6,,,,,,,
1549,1030,3,1,True,True,46,4.85,2.4,6.2,4.2,6.5,5.3,4.5
1550,353,1,3,True,False,23,6.1,2.9,7.8,7.1,4.2,7.0,7.6
1551,480,5,3,True,True,21,5.33,5.9,3.8,4.7,6.2,3.9,7.5
1552,360,3,1,True,False,22,5.42,8.1,4.5,7.0,6.0,2.3,4.6
1553,950,3,1,True,True,33,5.1,6.4,2.9,7.8,2.6,5.8,5.1
1554,656,1,4,False,False,14,,,,,,,
1555,249,2,3,True,True,28,7.67,7.6,8.5,7.8,5.7,9.1,7.3
1556,173,5,1,True,True,51,6.35,5.8,4.0,7.4,6.8,6.9,7.2
1557,321,4,1,True,True,57,6.53,9.3,4.6,4.9,7.9,6.4,6.1
1558,317,3,1,True,False,22,5.98,8.5,4.9,6.7,5.7,4.7,5.4
1559,687,2,1,True,True,36,6.12,4.0,8.2,8.9,6.2,3.2,6.2
1560,609,4,1,True,True,38,5.63,5.9,5.7,6.3,7.8,5.6,2.5
1561,469,4,4,True,False,26,4.93,7.4,1.9,5.5,5.9,3.2,5.7
1562,166,2,5,True,True,23,6.27,5.1,6.4,3.9,6.3,8.8,7.1
1563,990,1,3,True,False,32,4.78,3.6,7.3,6.2,1.9,4.6,5.1
1564,806,3,5,True,True,17,5.27,7.1,7.4,6.0,4.7,2.5,3.9
1565,146,2,1,True,True,26,4.97,7.4,3.5,6.5,1.8,4.0,6.6
1566,854,1,1,False,False,8,,,,,,,
1567,834,3,4,False,False,9,,,,,,,
1568,728,4,2,True,True,33,6.33,6.1,7.3,4.7,6.1,6.8,7.0
1569,871,5,1,True,True,38,5.65,4.3,4.9,7.7,3.5,6.9,6.6
1570,51,3,1,True,False,18,4.8,5.5,8.9,1.5,2.8,6.4,3.7
1571,1034,4,3,True,True,38,7.12,7.8,5.0,8.3,6.6,8.0,7.0
1572,647,4,1,True,False,37,6.28,6.7,2.7,7.4,5.2,6.2,9.5
1573,118,5,1,True,True,25,6.23,6.7,5.8,5.9,7.5,5.1,6.4
1574,336,1,4,True,True,28,5.33,5.1,3.6,9.3,7.7,2.1,4.2
1575,1035,3,2,True,False,33,6.75,3.9,8.7,9.6,4.1,8.6,5.6
1576,570,3,4,True,True,46,6.75,9.6,5.3,5.9,5.6,6.8,7.3
1577,6,1,4,False,False,17,,,,,,,
1578,139,4,1,True,True,52,4.72,4.2,6.2,4.6,3.9,2.8,6.6
1579,348,3,2,False,False,5,,,,,,,
1580,30,1,2,True,True,42,5.37,4.7,4.0,7.1,7.0,8.0,1.4
1581,718,3,2,True,False,33,6.6,4.5,8.3,7.2,8.3,4.2,7.1
1582,222,1,1,True,True,53,5.1,4.9,5.8,2.3,6.6,7.2,3.8
1583,513,2,5,False,False,15,,,,,,,
1584,913,5,3,True,True,28,6.47,8.1,5.9,6.9,5.8,4.1,8.0
1585,632,4,1,True,True,46,6.85,8.0,7.7,3.2,6.4,9.7,6.1
1586,1053,3,4,True,True,24,5.52,6.7,1.7,4.7,7.5,7.0,5.5
1587,590,5,4,True,True,35,5.37,7.0,6.2,3.2,4.4,5.0,6.4
1588,288,3,2,True,True,21,6.18,7.9,6.3,5.9,7.5,1.4,8.1
1589,646,4,2,True,True,21,6.27,3.7,6.2,6.8,6.3,8.0,6.6
1590,848,5,1,True,True,41,5.08,5.1,2.8,5.8,5.9,4.6,6.3
1591,296,4,1,True,True,36,7.4,8.6,8.0,6.7,6.0,7.8,7.3
1592,48,4,2,True,False,49,7.5,7.3,8.3,4.9,6.7,8.6,9.2
1593,982,2,4,True,True,23,6.3,7.0,6.7,4.7,7.8,5.6,6.0
1594,301,1,1,True,True,31,6.37,5.3,7.2,8.7,6.7,6.0,4.3
1595,395,3,5,True,False,20,7.58,7.2,8.2,5.9,6.8,9.0,8.4
1596,433,4,4,True,True,42,6.25,8.5,4.5,6.6,1.4,7.9,8.6
1597,873,1,3,False,False,11,,,,,,,
1598,701,5,1,False,False,8,,,,,,,
1599,1015,5,2,False,False,13,,,,,,,
1600,803,3,4,True,True,28,5.12,2.1,4.6,6.2,8.1,4.7,5.0
1601,793,2,4,True,True,22,6.35,8.0,2.6,9.6,4.3,6.1,7.5
1602,630,3,1,True,True,21,6.28,9.2,5.9,4.3,6.3,5.0,7.0
1603,533,2,5,True,True,21,6.48,6.3,6.7,7.8,8.7,5.7,3.7
1604,714,4,1,False,False,5,,,,,,,
1605,952,3,4,False,False,8,,,,,,,
1606,266,5,2,True,True,21,4.95,2.6,7.1,3.0,3.7,6.4,6.9
1607,604,4,1,False,False,10,,,,,,,
1608,496,1,4,True,False,44,5.38,5.9,6.3,3.1,7.5,2.1,7.4
1609,157,3,1,False,False,16,,,,,,,
1610,328,3,2,True,True,29,5.8,7.6,5.7,2.7,7.3,6.6,4.9
1611,356,2,2,True,True,35,5.2,5.8,8.2,3.9,4.6,2.9,5.8
1612,681,2,3,False,False,8,,,,,,,
1613,1033,5,4,True,False,27,5.63,5.5,6.8,5.2,4.4,7.8,4.1
1614,314,3,4,False,False,15,,,,,,,
1615,762,1,4,False,False,6,,,,,,,
1616,308,1,1,True,True,49,6.28,5.4,6.4,5.7,5.3,7.4,7.5
1617,1049,2,1,False,False,8,,,,,,,
1618,399,2,2,True,False,43,5.45,5.2,6.5,4.3,5.0,6.3,5.4
1619,884,5,1,True,True,46,5.0,4.9,2.1,4.0,4.2,8.1,6.7
1620,780,4,3,True,True,52,5.4,6.0,3.5,8.9,4.4,5.2,4.4
1621,626,4,2,True,False,25,6.0,2.4,3.5,8.5,5.8,8.4,7.4
1622,637,5,2,True,True,46,7.28,8.4,4.1,7.5,5.8,8.8,9.1
1623,482,1,1,False,False,12,,,,,,,
1624,253,5,1,True,True,41,4.98,2.0,7.4,4.2,4.7,5.2,6.4
1625,882,1,1,False,False,10,,,,,,,
1626,557,4,1,True,True,22,6.52,7.6,2.5,5.0,7.3,8.7,8.0
1627,256,3,3,True,True,25,4.83,5.1,7.1,3.9,4.8,2.5,5.6
1628,141,1,2,True,True,37,6.07,6.7,7.1,6.3,6.5,3.5,6.3
1629,1063,4,1,True,True,16,6.45,6.7,8.5,6.4,6.6,6.2,4.3
1630,209,2,1,True,True,24,5.25,3.5,6.1,4.5,6.9,7.7,2.8
1631,308,1,5,True,True,27,5.98,5.5,7.6,5.4,5.4,5.3,6.7
1632,371,4,2,True,True,40,5.68,4.4,6.2,7.5,6.2,8.6,1.2
1633,158,2,3,True,False,16,4.9,1.9,4.9,3.7,9.6,4.2,5.1
1634,768,5,2,True,False,27,6.08,6.9,6.9,6.3,4.9,6.7,4.8
1635,894,2,1,True,True,43,4.45,6.5,3.9,4.6,4.4,2.8,4.5
1636,29,3,1,True,False,22,6.05,6.2,8.8,4.6,5.7,7.4,3.6
1637,767,1,1,False,False,4,,,,,,,
1638,317,1,3,True,False,25,6.67,4.4,4.7,7.6,9.0,7.3,7.0
1639,468,5,5,False,False,11,,,,,,,
1640,297,3,1,True,True,42,5.82,5.4,5.0,4.5,8.1,7.7,4.2
1641,257,2,1,True,False,31,7.0,8.7,9.1,3.4,6.4,6.9,7.5
1642,841,5,1,True,False,33,6.57,3.7,7.6,7.7,6.5,8.3,5.6
1643,508,1,1,False,False,7,,,,,,,
1644,149,1,2,True,False,33,6.37,7.9,7.9,2.3,5.2,6.8,8.1
1645,599,2,2,False,False,13,,,,,,,
1646,1002,1,1,True,False,42,5.17,4.3,3.6,6.6,4.6,7.0,4.9
1647,172,5,1,True,True,21,5.42,2.8,9.1,3.2,5.4,5.6,6.4
1648,814,2,5,True,True,27,6.07,3.4,3.9,8.2,7.2,5.4,8.3
1649,800,1,1,True,True,30,5.77,2.8,9.0,4.7,5.6,4.4,8.1
1650,216,2,3,True,True,35,5.33,7.2,4.1,8.2,3.2,6.0,3.3
1651,634,3,1,True,True,40,6.45,5.3,5.5,7.8,8.2,4.0,7.9
1652,910,5,1,True,True,49,5.82,5.7,3.9,7.4,7.7,4.3,5.9
1653,290,1,1,True,True,29,6.37,8.5,4.8,8.4,3.0,7.0,6.5
1654,540,1,5,True,False,20,4.92,1.9,6.4,1.6,6.7,5.3,7.6
1655,1079,1,1,True,False,32,6.7,7.7,5.1,6.3,6.1,7.0,8.0
1656,472,3,2,True,True,37,5.73,7.9,6.3,4.1,6.6,3.0,6.5
1657,547,4,2,True,True,24,6.05,2.9,5.1,4.5,8.5,7.1,8.2
1658,753,2,2,True,False,58,6.4,7.1,9.5,4.2,6.6,3.7,7.3
1659,165,4,1,True,False,21,4.33,5.8,3.2,5.6,3.1,6.0,2.3
1660,408,5,2,True,True,55,6.18,5.7,3.8,8.8,6.1,6.1,6.6
1661,1084,5,1,True,True,36,4.48,3.3,4.0,6.4,3.2,6.4,3.6
1662,1027,5,3,True,True,47,5.97,8.6,1.6,4.6,6.0,7.0,8.0
1663,282,4,5,True,True,43,5.08,3.2,1.7,3.0,8.5,8.6,5.5
1664,710,5,1,True,True,41,5.27,1.9,4.4,3.4,8.2,4.9,8.8
1665,154,1,4,True,True,26,5.6,4.6,3.9,7.3,6.2,7.3,4.3
1666,1063,2,4,True,True,12,5.58,7.5,7.4,2.0,5.9,8.7,2.0
1667,727,4,2,False,False,12,,,,,,,
1668,428,4,4,False,False,6,,,,,,,
1669,674,1,1,True,False,44,5.65,8.3,3.9,6.2,2.9,5.3,7.3
1670,647,2,1,True,False,29,6.37,5.5,7.4,2.2,8.2,7.4,7.5
1671,480,3,1,True,True,16,6.33,5.9,4.8,6.8,7.4,7.5,5.6
1672,1091,3,3,True,True,35,6.83,8.1,4.6,8.7,7.3,6.5,5.8
1673,733,3,1,True,True,24,6.38,5.4,8.1,9.0,4.9,5.8,5.1
1674,660,2,1,True,False,38,6.55,3.5,8.3,3.9,9.4,9.5,4.7
1675,476,4,1,True,True,32,4.68,6.0,3.3,7.6,4.3,4.4,2.5
1676,7,1,3,False,False,10,,,,,,,
1677,479,5,5,True,False,22,5.38,4.4,7.6,3.5,8.1,6.7,2.0
1678,428,5,1,True,True,33,5.9,7.2,5.5,6.6,5.0,8.4,2.7
1679,683,4,1,True,False,36,5.65,3.8,6.9,5.3,8.3,4.5,5.1
1680,1080,4,1,True,True,41,4.83,2.1,7.9,3.7,5.3,5.5,4.5
1681,806,5,3,True,True,26,6.03,6.3,6.4,6.3,1.8,9.3,6.1
1682,597,3,3,True,True,51,5.42,4.9,5.7,6.6,5.7,7.5,2.1
1683,176,4,2,True,False,32,5.25,3.6,4.0,2.3,7.6,4.9,9.1
1684,627,1,1,True,True,33,6.22,8.8,8.6,6.2,5.5,1.7,6.5
1685,931,1,1,True,False,27,5.95,3.8,2.4,7.8,6.1,8.0,7.6
1686,94,2,1,True,True,32,3.4,3.7,6.0,2.5,1.8,3.0,3.4
1687,629,3,1,False,False,14,,,,,,,
1688,460,1,2,True,True,23,5.63,5.6,4.5,7.3,6.5,4.9,5.0
1689,321,4,3,True,True,13,6.77,7.9,7.1,6.9,4.9,6.5,7.3
1690,986,5,4,True,True,21,6.05,7.6,6.5,7.6,6.3,3.4,4.9
1691,819,1,3,False,False,7,,,,,,,
1692,288,2,3,True,True,46,6.25,6.7,6.2,4.4,7.5,5.5,7.2
1693,45,3,2,True,False,38,7.27,9.1,6.5,8.7,5.8,7.8,5.7
1694,768,1,5,True,False,44,6.03,6.0,8.1,5.8,7.2,2.9,6.2
1695,1041,2,2,True,True,46,6.33,5.0,5.8,7.6,8.2,6.8,4.6
1696,815,2,1,True,True,45,6.28,4.7,6.2,5.2,6.1,8.7,6.8
1697,331,4,4,True,False,23,5.0,6.5,4.3,2.6,4.3,7.2,5.1
1698,797,4,3,True,True,29,5.02,3.6,4.6,6.4,7.2,5.7,2.6
1699,676,2,1,True,False,24,4.67,3.4,6.2,2.0,5.1,7.1,4.2
1700,467,1,3,True,True,18,6.27,7.0,4.6,7.8,6.4,6.0,5.8
1701,386,3,4,True,False,30,6.67,7.8,6.6,7.5,4.0,5.6,8.5
1702,823,1,3,True,True,47,6.65,6.5,6.4,9.0,2.3,8.3,7.4
1703,270,2,3,True,True,48,7.05,8.6,6.3,5.5,7.1,8.8,6.0
1704,396,3,2,True,False,27,5.45,3.7,8.5,7.5,5.7,5.4,1.9
1705,13,2,3,True,True,47,5.93,7.8,3.0,8.1,5.4,7.3,4.0
1706,493,3,2,True,False,37,5.65,5.8,4.9,6.5,4.8,7.7,4.2
1707,930,1,1,True,False,31,6.37,8.8,4.5,6.4,6.9,5.7,5.9
1708,200,3,1,True,True,42,5.23,5.3,5.8,7.7,4.7,5.1,2.8
1709,32,1,2,False,False,8,,,,,,,
1710,837,1,4,True,False,49,6.68,7.3,5.9,8.5,3.5,6.3,8.6
1711,851,1,2,True,False,29,5.65,5.6,7.8,4.5,3.5,6.9,5.6
1712,282,3,3,True,True,23,5.25,6.5,6.6,7.1,5.8,1.6,3.9
1713,454,1,1,True,True,26,5.47,3.2,2.7,6.0,6.5,5.6,8.8
1714,534,4,4,True,True,24,7.15,7.5,6.5,7.2,7.3,5.7,8.7
1715,289,3,1,True,True,34,5.65,1.9,8.7,4.2,7.5,6.5,5.1
1716,598,3,2,False,False,13,,,,,,,
1717,287,5,1,True,True,52,5.75,6.6,5.7,3.5,7.2,7.7,3.8
1718,497,3,1,True,True,47,5.85,5.7,7.4,7.6,4.6,5.6,4.2
1719,1035,2,4,True,False,39,5.27,7.8,4.0,2.6,7.0,3.7,6.5
1720,537,3,2,False,False,12,,,,,,,
1721,819,4,1,True,True,27,6.43,8.6,4.3,6.3,7.6,3.7,8.1
1722,92,3,4,True,True,26,5.27,7.1,2.7,5.4,6.0,7.6,2.8
1723,488,1,1,True,True,53,6.4,7.8,5.3,7.9,8.6,1.3,7.5
1724,829,4,1,True,True,49,5.28,6.7,5.2,7.3,3.6,4.7,4.2
1725,468,2,1,False,False,6,,,,,,,
1726,176,2,1,True,True,39,5.58,7.7,3.7,2.0,6.5,6.0,7.6
1727,501,1,2,True,False,45,5.0,5.4,6.6,6.0,4.9,4.0,3.1
1728,118,4,4,True,False,25,5.23,6.0,4.9,7.0,4.5,3.5,5.5
1729,798,2,3,True,False,25,7.1,5.4,8.8,7.8,5.7,6.1,8.8
1730,573,2,3,True,True,32,6.0,8.2,2.2,6.7,3.8,8.6,6.5
1731,510,3,4,True,True,29,6.1,5.8,3.5,8.6,4.9,8.6,5.2
1732,619,4,1,True,True,20,6.38,6.2,8.4,5.4,6.1,5.8,6.4
1733,308,1,2,True,False,21,5.67,6.4,3.2,5.4,6.1,5.7,7.2
1734,39,5,5,True,True,26,5.93,8.7,4.6,6.8,2.2,8.3,5.0
1735,188,3,1,True,True,20,6.02,8.6,5.6,7.1,3.7,6.3,4.8
1736,785,5,1,True,True,46,7.17,8.3,8.8,7.9,5.7,6.3,6.0
1737,493,4,1,False,False,12,,,,,,,
1738,470,2,1,False,False,8,,,,,,,
1739,158,2,3,False,False,14,,,,,,,
1740,374,2,1,True,False,39,5.83,5.1,4.7,8.0,5.7,7.8,3.7
1741,697,5,1,True,True,34,6.18,5.6,4.9,6.9,8.3,5.2,6.2
1742,291,3,3,True,False,27,5.55,4.0,5.8,8.4,6.9,4.2,4.0
1743,1041,2,4,True,True,49,5.88,2.0,2.8,5.7,7.6,7.7,9.5
1744,103,4,2,True,False,23,6.43,7.7,5.4,6.8,7.1,8.1,3.5
1745,741,1,2,True,True,34,6.13,8.0,7.0,3.2,4.0,9.4,5.2
1746,739,1,2,False,False,13,,,,,,,
1747,337,2,1,True,False,26,6.52,3.5,8.0,5.2,5.5,8.2,8.7
1748,269,1,2,True,True,41,4.13,5.7,6.0,2.2,4.5,3.7,2.7
1749,1084,5,1,True,False,55,6.63,4.3,7.5,9.1,5.5,5.7,7.7
1750,829,5,2,True,True,10,6.15,4.1,8.0,7.1,8.0,4.0,5.7
1751,1092,5,1,True,False,18,5.7,6.7,6.6,4.6,4.9,9.4,2.0
1752,867,5,1,True,False,25,6.07,3.8,6.8,6.7,8.6,8.2,2.3
1753,466,4,2,True,False,31,5.52,6.0,3.0,6.1,5.2,6.2,6.6
1754,819,1,2,True,False,32,4.83,5.2,2.6,6.8,4.3,6.8,3.3
1755,27,4,2,False,False,8,,,,,,,
1756,416,3,1,True,True,21,5.08,4.4,6.4,4.3,3.8,4.7,6.9
1757,72,4,2,True,True,18,5.7,6.3,3.9,5.2,8.2,7.0,3.6
1758,794,5,2,True,True,48,4.85,5.9,4.7,5.8,4.9,2.1,5.7
1759,49,2,3,True,False,24,6.32,8.8,5.5,4.7,6.4,5.9,6.6
1760,650,4,3,True,False,33,6.07,6.0,7.8,4.6,7.0,5.7,5.3
1761,397,4,2,True,True,36,5.62,5.8,5.4,6.7,4.9,5.4,5.5
1762,957,3,1,True,True,47,6.48,4.8,7.8,4.8,8.6,6.9,6.0
1763,367,2,3,False,False,12,,,,,,,
1764,727,4,1,True,True,22,6.25,4.0,7.2,6.1,8.4,9.4,2.4
1765,992,3,1,True,True,26,6.68,6.5,7.7,7.9,5.8,7.2,5.0
1766,679,5,1,True,False,25,5.3,2.5,4.8,8.0,7.5,2.1,6.9
1767,946,3,1,True,True,29,4.32,4.5,1.8,7.4,4.9,2.8,4.5
1768,666,1,2,True,True,32,6.47,5.1,6.6,4.5,8.1,8.1,6.4
1769,926,5,5,True,True,18,6.2,3.3,7.7,4.1,6.8,8.0,7.3
1770,73,3,1,False,False,8,,,,,,,
1771,94,3,1,True,True,22,6.27,6.2,5.3,5.3,9.3,5.5,6.0
1772,793,2,4,True,True,20,5.7,4.9,6.9,4.9,5.5,5.0,7.0
1773,212,4,1,False,False,6,,,,,,,
1774,873,1,3,True,True,25,6.65,5.1,7.1,7.6,6.9,4.4,8.8
1775,586,5,2,True,True,26,4.95,2.5,1.7,8.0,6.7,8.0,2.8
1776,817,2,3,True,True,41,5.08,2.7,5.0,4.0,7.0,9.5,2.3
1777,295,3,4,True,True,30,6.4,4.2,7.1,8.2,6.7,6.3,5.9
1778,174,2,1,False,False,11,,,,,,,
1779,444,1,1,True,False,25,6.13,5.7,4.6,4.7,5.8,7.6,8.4
1780,451,1,5,False,False,5,,,,,,,
1781,195,5,1,True,True,19,4.28,3.4,1.5,7.2,5.1,6.1,2.4
1782,696,5,2,True,False,41,5.05,2.8,6.3,6.2,4.6,5.2,5.2
1783,640,5,4,True,True,51,6.33,5.8,5.9,8.3,7.4,7.1,3.5
1784,347,1,1,True,False,22,5.78,4.6,5.2,8.3,6.5,7.0,3.1
1785,475,3,5,False,False,14,,,,,,,
1786,1082,1,1,False,False,7,,,,,,,
1787,96,5,2,True,True,27,5.8,4.0,3.8,6.0,8.6,5.9,6.5
1788,299,5,3,True,True,30,6.0,6.4,5.3,6.4,5.7,6.0,6.2
1789,1074,5,4,True,False,35,4.38,4.5,3.7,3.0,7.8,5.3,2.0
1790,729,5,1,True,True,29,7.2,8.7,6.9,5.7,7.6,6.2,8.1
1791,96,2,1,True,False,23,6.55,6.2,7.6,6.4,3.5,7.7,7.9
1792,543,2,2,True,True,22,5.07,7.6,3.6,1.6,3.1,6.7,7.8
1793,51,5,1,True,True,22,5.58,4.9,5.5,6.7,5.9,4.3,6.2
